City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
341,Paita,PE,66.52,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
342,Tomatlan,MX,84.27,overcast clouds,19.9333,-105.25,El Salvial
344,Luwuk,ID,79.59,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
345,Narasannapeta,IN,82.36,broken clouds,18.4167,84.05,AVK events and catering
347,Puerto Ayacucho,VE,77.79,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
349,Sakakah,SA,76.57,scattered clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
350,Puerto Madryn,AR,50.58,clear sky,-42.7692,-65.0385,Hotel Tolosa
351,Pangkalanbuun,ID,75.88,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
355,Turkan,AZ,60.98,few clouds,40.3639,50.215,Reshad
356,Hualmay,PE,64.83,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
357,Muros,ES,64.69,light rain,42.7762,-9.0603,Apartment Av. Castelao
358,Kinkala,CG,71.82,light rain,-4.3614,14.7644,Hotel la Pepeche Kinkala
359,Toppenish,US,73.02,scattered clouds,46.3774,-120.3087,Legends Casino Hotel
360,Carlyle,US,81,clear sky,38.6103,-89.3726,Mariner's Village at Carlyle Lake
361,Tondano,ID,68.09,broken clouds,1.3038,124.9112,Villa Bella
362,Makakilo City,US,80.92,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
363,Bodden Town,KY,84.99,few clouds,19.2833,-81.25,Will T Place
364,Constitucion,CL,54.16,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
365,Kaeo,NZ,69.33,overcast clouds,-35.1,173.7833,Bushido Lodge
366,Faanui,PF,80.65,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
367,Bulgan,MN,53.83,overcast clouds,48.8125,103.5347,Unitel Булган салбар
368,Itaituba,BR,75.69,overcast clouds,-4.2761,-55.9836,Hotel Campos
370,Manbij,SY,65.75,broken clouds,36.5281,37.9549,Manbej City Hotel
371,Ixtapa,MX,81.63,overcast clouds,20.7,-105.2,hotel la terminal
372,Beruwala,LK,80.42,overcast clouds,6.4788,79.9828,The Palms Hotel
373,Innisfail,AU,75.58,clear sky,-17.5333,146.0333,Moondarra Motel
374,Jacareacanga,BR,75.31,moderate rain,-6.2222,-57.7528,Casa do Ian😎
375,Te Anau,NZ,52.72,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
376,La Vega,DO,86.85,overcast clouds,19.2221,-70.5296,Hotel Rey
378,Bonthe,SL,79.21,moderate rain,7.5264,-12.505,Bonthe Holiday Village
379,Half Moon Bay,US,73.02,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
380,Tabuk,PH,75.45,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
383,Bengkulu,ID,75.85,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
384,Mishan,CN,56.75,few clouds,45.55,131.8833,Mishan Hotel
385,Nisporeni,MD,61.59,overcast clouds,47.0814,28.1783,Hotel Prietenia
386,Margate,GB,58.3,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
387,Lexington,US,75.92,scattered clouds,37.9887,-84.4777,DoubleTree Suites by Hilton Hotel Lexington
389,Bulaevo,KZ,54.68,clear sky,54.9056,70.4439,"Игровой клуб ""ДОМ ИГР Z"""
391,Guayaramerin,BO,70.81,light rain,-10.8368,-65.3614,Hostal Funf
392,Bulawayo,ZW,52.65,clear sky,-20.15,28.5833,4 On Housman Backpackers
393,Neiafu,TO,81.28,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
395,Porto Velho,BR,75.25,heavy intensity rain,-8.7619,-63.9039,Ecos Hotel Conforto
396,Bilma,NE,81.81,clear sky,18.6853,12.9164,Expeditions Ténére voyages
398,Grand Gaube,MU,73.8,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
400,Kirakira,SB,84.96,broken clouds,-10.4544,161.9205,SanBiz Lodge
401,Komsomolskiy,UZ,65.12,broken clouds,40.4272,71.7189,Ikathouse
402,Sao Filipe,CV,75.52,scattered clouds,14.8961,-24.4956,Hotel Xaguate
403,Hami,CN,67.87,overcast clouds,42.8,93.45,Laoyutang Resort
404,Berasia,IN,84.88,clear sky,23.6333,77.4333,np__nitin home
405,Swindon,GB,58.39,broken clouds,51.558,-1.7812,Premier Inn Swindon Central hotel
406,Necochea,AR,52.14,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
407,Vila Franca Do Campo,PT,59.41,clear sky,37.7167,-25.4333,Pestana Bahia Praia
408,Lorengau,PG,83.91,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
409,Makurdi,NG,83.91,broken clouds,7.7411,8.5121,Doo Palace Hotel
411,Sao Domingos Do Maranhao,BR,77.23,overcast clouds,-5.5758,-44.3853,Pousada Babaçu
412,Plettenberg Bay,ZA,68.67,clear sky,-34.0527,23.3716,Thanda Vista B&B
413,Alamosa,US,73.38,few clouds,37.4695,-105.87,Best Western Alamosa Inn
415,Barceloneta,PR,87.75,broken clouds,18.4505,-66.5385,Manati World Point Inn
418,Nicoya,CR,80.42,moderate rain,10.1483,-85.452,Las Cabinas Del Sueño
419,Porto Novo,BJ,84.02,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
423,Emporia,US,79,clear sky,38.4039,-96.1817,Candlewood Suites Emporia
424,Duobao,CN,62.71,few clouds,30.67,112.6895,Yongsheng Hotel
425,Altamont,US,68.77,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
426,Pittsburg,US,82.26,clear sky,38.028,-121.8847,Hampton Inn & Suites Pittsburg
427,Port Hedland,AU,71.65,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
429,Sibolga,ID,75.9,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
430,Touros,BR,79.3,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
431,Praia Da Vitoria,PT,58.75,few clouds,38.7333,-27.0667,Hotel Branco I
432,Jumla,NP,54.34,scattered clouds,29.2747,82.1838,Royal Garden Hotel
434,Lazaro Cardenas,MX,85.73,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
435,Namie,JP,60.71,overcast clouds,37.4833,141,いこいの村なみえ
436,Soto La Marina,MX,87.78,clear sky,23.7667,-98.2167,Hotel Chicago
438,Jiexiu,CN,62.51,clear sky,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
439,Lamar,US,85.98,clear sky,33.6668,-95.5836,Kings Inn Paris TX
440,Concordia,AR,52.79,overcast clouds,-31.393,-58.0209,Palmar Hotel Casino
441,Buala,SB,84,light rain,-8.145,159.5921,Maringe Lagoon Lodge
443,Saint-Georges,GD,82.08,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
444,Salina,US,86.02,clear sky,38.8403,-97.6114,"Holiday Inn Express & Suites Salina, an IHG Hotel"
445,Canmore,CA,63.81,overcast clouds,51.0834,-115.3521,Blackstone Mountain Lodge by CLIQUE
451,Isangel,VU,79.16,broken clouds,-19.55,169.2667,Tanna Lodge
453,Dunedin,NZ,54.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
454,Yiyang,CN,61.18,broken clouds,28.5892,112.3283,Tongcheng International Hotel
455,Mahajanga,MG,69.82,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
457,Lufilufi,WS,85.78,broken clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
459,Lixourion,GR,66.27,clear sky,38.2019,20.4314,Hotel Summery
460,Salalah,OM,82.49,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
463,Aswan,EG,85.3,clear sky,24.0934,32.907,Nuba Nile
464,Safranbolu,TR,52.09,clear sky,41.2508,32.6942,GuleviSafranbolu Hotel
465,Gat,IL,68.4,overcast clouds,31.61,34.7642,OlusHome
466,Vanimo,PG,82.31,scattered clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
467,Buchanan,LR,79.41,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
470,Coahuayana,MX,86.61,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
471,Mitsamiouli,KM,79.09,clear sky,-11.3847,43.2844,Foyer ADM
472,Forestville,US,73.53,broken clouds,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
473,Lucea,JM,81.86,overcast clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
474,Tambura,SS,69.55,scattered clouds,5.6,27.4667,Rikito Lodge
475,Bulembu,SZ,51.13,clear sky,-25.9667,31.1333,Bulembu Lodge
476,Labuhan,ID,77.58,broken clouds,-6.8844,112.2051,DoubleFAG
477,Sulangan,PH,83.05,overcast clouds,11.1373,123.7228,Maia's Beach Resort
478,Sabzevar,IR,75.27,scattered clouds,36.2126,57.6819,پزشکی قانونی سبزوار
479,Mandera,KE,78.37,scattered clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
480,Lata,PT,57.6,clear sky,40.1629,-8.3327,Casa Maquia
482,Nago,JP,66.63,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
483,Gemena,CD,71.15,light rain,3.25,19.7667,Hôtel Goshen
485,Talara,PE,74.16,broken clouds,-4.5772,-81.2719,Hostal Oro Negro
488,Barcelos,PT,63.84,scattered clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
489,Jeremie,HT,80.92,overcast clouds,18.65,-74.1167,Auberge’Inn
490,Marshall,US,82.38,clear sky,34.3834,-86.3333,Riverview Campground
491,Broken Hill,AU,54.05,clear sky,-31.95,141.4333,Royal Exchange Hotel
492,Tongliao,CN,65.25,overcast clouds,43.6125,122.2653,Meirujia Hotel
493,East Wenatchee Bench,US,69.17,clear sky,47.4257,-120.2812,Coast Wenatchee Center Hotel
497,Cayenne,GF,77.09,moderate rain,4.9333,-52.3333,Hôtel Le Dronmi
498,Sandpoint,US,67.86,broken clouds,48.2766,-116.5533,Hotel Ruby Sandpoint/Ponderay
499,Xiaoweizhai,CN,56.66,overcast clouds,26.1903,107.5125,Karst Youth Hostel
501,Saldanha,ZA,57.25,broken clouds,-33.0117,17.9442,Blue Bay Lodge
502,Batemans Bay,AU,56.1,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
503,Ukiah,US,78.44,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
504,Ahipara,NZ,68.97,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
505,Kondinskoye,RU,51.03,overcast clouds,59.6481,67.41,Gostinitsa
506,Altamira,BR,74.19,overcast clouds,-3.2033,-52.2064,Requinte Hotel
508,Santander,ES,67.71,clear sky,43.4647,-3.8044,Abba Santander Hotel
509,Papetoai,PF,85.59,light rain,-17.4961,-149.8729,Fare Vaihere
511,Mitchell,US,81.1,clear sky,43.7094,-98.0298,Kelly Inn & Suites
512,Flin Flon,CA,51.64,scattered clouds,54.7682,-101.865,Victoria Inn Flin Flon
513,Progreso,MX,89.71,clear sky,21.2833,-89.6667,Playa Linda Hotel
514,Kourou,GF,77.11,moderate rain,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
516,Homer,US,56.77,clear sky,59.6425,-151.5483,Beluga Lake Lodge
518,Chongwe,ZM,54.84,clear sky,-15.3292,28.682,Grakas Lodge
519,Swiecie,PL,55.71,overcast clouds,53.4095,18.4474,Hotel i Restauracja Vistula
522,Terney,RU,55.38,scattered clouds,45.0503,136.6092,"Hotel ""Ternay"""
523,Olinda,BR,82.13,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
525,Freeport,US,72.97,broken clouds,40.6576,-73.5832,The Freeport Inn and Marina
526,Russell,US,89.2,clear sky,32.3502,-85.1999,Macs
527,Kargasok,RU,54.18,overcast clouds,59.0556,80.8572,Hotel Kargasok
528,Hongjiang,CN,59.11,broken clouds,27.11,109.9956,洪江大酒店
529,El Alto,PE,71.26,scattered clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
532,Isla Mujeres,MX,86.16,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
534,Martapura,ID,75.29,mist,-3.4167,114.85,Montana Hotel Syariah
535,Sambava,MG,71.4,few clouds,-14.2667,50.1667,Melrose
537,Port Maria,JM,84.16,overcast clouds,18.3685,-76.8895,Galina Breeze Hotel
539,Honiara,SB,85.01,broken clouds,-9.4333,159.95,Heritage Park Hotel
540,Katsuura,JP,61.66,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
541,Altay,CN,50.5,clear sky,47.8667,88.1167,Jinqiao Hotel
542,Buluang,PH,80.31,overcast clouds,13.3068,123.3425,Sacueza Beach Resort
543,Jaguariaiva,BR,50.02,clear sky,-24.2511,-49.7058,San Juan Jaguariaíva
544,Aktau,KZ,61.38,overcast clouds,43.65,51.2,Silk Way Hotel
545,Bahia Honda,CU,72.9,broken clouds,22.9036,-83.1592,Casa Gualberto - Deysi
546,Moindou,NC,78.26,scattered clouds,-21.6924,165.677,Equi-lodge de Moindou
547,Carauari,BR,73.18,moderate rain,-4.8828,-66.8958,Hotel Fellip
548,Kiama,AU,64.99,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
549,Umuarama,BR,50.63,clear sky,-23.7664,-53.325,Hotel Caiuá
550,Phatthalung,TH,78.01,overcast clouds,7.5,100.0833,Ozone Resort & Pool Villa
551,Faya,SA,64.51,clear sky,18.3851,42.4509,املاك خالد الشعشوع
552,Renqiu,CN,65.71,broken clouds,38.6989,116.0936,City Garden Renqiu Meishicheng Store
553,Atherton,GB,56.75,overcast clouds,53.5237,-2.4935,The Mercury Motel
555,Manzanillo,CU,81.63,overcast clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
559,Lamu,KE,78.67,light rain,-2.2717,40.902,Lamu House
561,Mabaruma,GY,76.08,overcast clouds,8.2,-59.7833,Monty Brooms Guest House
562,Miandrivazo,MG,71.15,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
563,Jalu,LY,79.34,clear sky,29.0331,21.5482,صاحبة الفخامة
565,Santa Fe,AR,56.01,light rain,-31.6333,-60.7,Conquistador Hotel
567,Taman,RU,59.76,overcast clouds,45.2117,36.7161,Staryy Gorod G. Taman'
568,Paso De Patria,AR,57.25,clear sky,-27.2454,-58.5454,"Posada Pasito's III, Paso de Patria Ñeembucú"
569,Fort Nelson,CA,54.99,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
574,Minab,IR,80.92,clear sky,27.1467,57.0801,Bam campground
575,Tifton,US,89.56,scattered clouds,31.4505,-83.5085,Hilton Garden Inn Tifton
576,Hasaki,JP,59.4,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
578,Ibatiba,BR,60.87,few clouds,-20.2339,-41.5106,Hotel Nacional Ibatiba
581,Namibe,AO,71.94,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
582,Willowmore,ZA,56.71,clear sky,-33.2926,23.4895,Jumper's Place
583,Pacific Grove,US,76.39,broken clouds,36.6177,-121.9166,Lovers Point Inn
586,Yining,CN,60.04,overcast clouds,29.0361,114.5636,Xiushui Hotel
587,Bom Jesus,BR,83.26,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
588,Kachiry,KZ,62.26,broken clouds,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
589,Acari,PE,70.14,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
590,Northam,GB,56.61,overcast clouds,51.0333,-4.2167,Durrant House Hotel
592,Bosilovo,MK,61.48,clear sky,41.4406,22.7278,Avto peralna 666
593,Constantine,DZ,65.61,few clouds,36.365,6.6147,Grand Hotel Cirta
594,Palauig,PH,82.13,overcast clouds,15.435,119.9045,Alperi Botique Resort
595,Okato,NZ,67.51,light rain,-39.2,173.8833,Stony River House
596,La Asuncion,VE,82.13,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
597,Pitimbu,BR,79.39,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
598,Sohag,EG,77.29,overcast clouds,26.557,31.6948,Civil Registry - Sohag 1
600,Ternate,ID,81.14,scattered clouds,0.8,127.4,Sahid Bela Ternate Hotel
601,Oxapampa,PE,60.96,overcast clouds,-10.5775,-75.4017,Hotel Heidinger
603,Silos,CO,54.68,overcast clouds,7.2052,-72.7564,Hotel Luz Marina Suarez
604,Wahiawa,US,79.12,light intensity drizzle,21.5028,-158.0236,The Inn At Schofield
605,Skibbereen,IE,57.11,moderate rain,51.55,-9.2667,The West Cork Hotel
606,Xinpu,CN,63.18,clear sky,34.5997,119.1594,Pattaya Leisure Hotel
607,Huarmey,PE,66.43,broken clouds,-10.0681,-78.1522,Hotel Miramar
608,Nizwa,OM,77.94,clear sky,22.9333,57.5333,Orient Apartments
610,Inongo,CD,72.73,broken clouds,-1.95,18.2667,Hotel Du Lac
613,Badarpur,IN,71.89,light rain,24.9,92.6,Rejauls home
614,Riosucio,CO,62.17,overcast clouds,5.4216,-75.7032,Finca Cafe La Ermita
615,Johnstown,US,68.79,broken clouds,40.3267,-78.922,"Holiday Inn Johnstown-Downtown, an IHG Hotel"
616,Oriximina,BR,77.23,moderate rain,-1.7656,-55.8661,Pousada Tia Amélia
620,Havelock,US,82.02,thunderstorm,34.8791,-76.9013,Sherwood Motel
621,Makushino,RU,51.33,clear sky,55.2103,67.2442,Cristina Hotel
623,Manati,PR,87.37,broken clouds,18.4275,-66.4921,Manati World Point Inn
625,Sabang,ID,83.73,overcast clouds,5.8933,95.3214,Hotel Citra
627,Moquegua,PE,68.99,clear sky,-17.1956,-70.9353,Residencial Moquegua
628,Najran,SA,70.45,clear sky,17.4924,44.1277,محمد هادي ال فطيح
629,Mason City,US,75.47,clear sky,43.1536,-93.201,Days Inn by Wyndham Mason City
630,Marsh Harbour,BS,73.99,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
631,Vallenar,CL,61.45,broken clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
632,Kaura Namoda,NG,89.76,broken clouds,12.5898,6.5779,Moonlight Hotel
634,Izumo,JP,57.15,clear sky,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
635,George Town,MY,78.73,few clouds,5.4112,100.3354,Cititel Penang
636,Iroquois Falls,CA,53.83,overcast clouds,48.7669,-80.6831,Auberge MacDonald Guest Inn
637,Darque,PT,63.3,scattered clouds,41.6833,-8.7667,HOTEL A Ponte
638,Singkawang,ID,77.18,overcast clouds,0.9,109,Capital O 1822 Wahana Inn
640,Notse,TG,76.37,overcast clouds,6.95,1.1667,Le Berceau
641,Hirara,JP,68.27,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
642,Quatre Cocos,MU,73.51,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
643,Santa Vitoria Do Palmar,BR,52,light rain,-33.5189,-53.3681,Hostel Comodoro
645,Muisne,EC,76.77,overcast clouds,0.6,-80.0333,Quinta Samay
646,Guerrero Negro,MX,67.12,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
648,Jingdezhen,CN,61.93,clear sky,29.2947,117.2079,Garden Hotel
649,Ulladulla,AU,58.73,clear sky,-35.35,150.4667,Sandpiper Motel
650,Tieli,CN,56.68,overcast clouds,46.95,128.05,Dynasty Hotel
651,Bad Durrenberg,DE,63.95,few clouds,51.3,12.0667,"Hotel ""Altes Salzamt"""
652,Abha,SA,64.22,clear sky,18.2164,42.5053,Abha Hotel
653,Boyolangu,ID,74.55,overcast clouds,-8.1181,111.8935,Yos ega cv
654,Lishui,CN,59.27,scattered clouds,28.4604,119.9103,Bayi Hotel
655,Abalak,RU,50.31,light rain,58.1286,68.5944,Туристический комплекс Абалак
656,Bartica,GY,82.72,moderate rain,6.4,-58.6167,Sloth Island Nature Resort
658,Manacor,ES,67.51,overcast clouds,39.5696,3.2096,Hotel Can Guixa
661,Phulabani,IN,81.37,overcast clouds,20.4667,84.2333,Hotel Raj Kamal
662,Ulcinj,ME,66.97,few clouds,41.9294,19.2244,Hotel Palata Venezia
663,Lichuan,CN,51.49,overcast clouds,30.3,108.85,Yuanlai Homestay
666,Chimoio,MZ,60.66,moderate rain,-19.1164,33.4833,Predio Livraria Ahmed
667,Samarai,PG,80.98,few clouds,-10.6167,150.6667,Nuli Sapi
668,Strelka,RU,56.21,broken clouds,58.0728,93.0344,"Gostinitsa ""Angara"""
669,Noumea,NC,78.01,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
670,Sarkand,KZ,56.35,scattered clouds,45.41,79.9186,Гостиница Сарканд
672,Mocuba,MZ,65.5,light rain,-16.8392,36.9856,Phama Lodge
674,Sao Miguel Do Araguaia,BR,81.09,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
675,Nsukka,NG,77.13,overcast clouds,6.8561,7.3927,The AttaGate Hotels
